systemNumber,accessionNumber,objectType,_currentLocation,_primaryTitle,_primaryMaker,_primaryImageId,_primaryDate,_primaryPlace,_warningTypes,_images
O133801,S.EX.191-1886,Oil painting,"{'id': 'THES304468', 'displayName': 'in store', 'type': 'storage', 'site': 'PO278 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",An 18th Century Hunting Scene,"{'name': ""Montpezat, Henri Auguste d'Ainecy"", 'association': 'painter (artist)'}",2007BP1060,2nd quarter of the 19th century,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BP1060/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BP1060/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O133801/manifest.json', 'imageResolution': 'high'}"
O72643,IS.39-1952,Drawing,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Kali Charan Ghosh', 'association': 'maker'}",2013GL0518,ca. 1900,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GL0518/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GL0518/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O72643/manifest.json', 'imageResolution': 'high'}"
O134679,1050-1886,Oil painting,"{'id': 'THES49603', 'displayName': 'Prints & Drawings Study Room, room WS', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'R', 'shelf': '30', 'box': 'R'}}",Game Keeper and Woman at Cottage Door,"{'name': 'Dillens, Hendrik Joseph', 'association': 'painter (artist)'}",2007BN0040,1858,Brussels,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BN0040/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BN0040/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O134679/manifest.json', 'imageResolution': 'high'}"
O77224,FA.145[O],Oil painting,"{'id': 'THES49218', 'displayName': 'British Galleries, Room 122', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'WW', 'shelf': '', 'box': '21'}}",Choosing the Wedding Gown,"{'name': 'Mulready, William (RA)', 'association': 'painter (artist)'}",2006AL6858,1845,Great Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AL6858/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AL6858/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O77224/manifest.json', 'imageResolution': 'high'}"
O17332,CAI.54,Oil painting,"{'id': 'THES49063', 'displayName': 'On short term loan out for exhibition', 'type': 'display', 'site': '', 'onDisplay': True, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",A Tree in Fontainebleau Forest,"{'name': 'Rousseau, Pierre-Etienne-Théodore', 'association': 'artist'}",2024NR8912,1840s,Fontainebleau,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2024NR8912/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2024NR8912/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O17332/manifest.json', 'imageResolution': 'high'}"
O23712,E.493-1947,Painting,"{'id': 'THES49619', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Colt,"{'name': 'Xu, Beihong', 'association': 'maker'}",2006AM7752,summer 1944,China,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AM7752/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AM7752/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O1462184,38041800978330,Trade literature,"{'id': 'THES251738', 'displayName': 'National Art Library', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Decoration of today : the painting of a modern oil refinery,"{'name': 'Nobel Chemical Finishes Ltd', 'association': ''}",,1935,Birmingham,[],{}
O56106,FA.132[O],Oil painting,"{'id': 'THES49218', 'displayName': 'British Galleries, Room 122', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'WW', 'shelf': '', 'box': '22'}}",Sancho Panza,"{'name': 'Leslie, Charles Robert (RA)', 'association': 'painter (artist)'}",2006AM1625,1839,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AM1625/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AM1625/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O56106/manifest.json', 'imageResolution': 'high'}"
O1266842,E.293-2013,Painting,"{'id': 'THES49787', 'displayName': 'Europe 1600-1815, Room 5, The Friends of the V&A Gallery', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'SC3', 'shelf': 'EAST SIDE', 'box': ''}}",The visit of Louis XIV to the Château de Juvisy,"{'name': 'Pierre-Denis Martin', 'association': ''}",,c. 1700,Juvisy,[],{}
O1024668,E.3773-2004,Design,"{'id': 'THES49658', 'displayName': 'Prints & Drawings Study Room, level D', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'MD', 'shelf': '1', 'box': ''}}",Shell Mex,"{'name': 'Kauffer, Edward McKnight', 'association': 'designer'}",2008BT9107,07/03/1934,London,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BT9107/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BT9107/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O133912,1822-1900,Oil painting,"{'id': 'THES304647', 'displayName': 'in store', 'type': 'storage', 'site': 'PO055 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",The Landing Stage,"{'name': 'Graham, Thomas Alexander Ferguson', 'association': 'painter (artist)'}",2007BN3313,ca.1880-1890,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BN3313/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BN3313/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O133912/manifest.json', 'imageResolution': 'high'}"
O56693,FA.122[O],Oil painting,"{'id': 'THES49226', 'displayName': 'British Galleries, Room 120, The Wolfson Galleries', 'type': 'Display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'WE', 'shelf': '', 'box': '12'}}",Queen Katherine and Patience,"{'name': 'Leslie, Charles Robert (RA)', 'association': 'painter (artist)'}",2006AM8293,1842,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AM8293/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AM8293/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O56693/manifest.json', 'imageResolution': 'high'}"
O127363,P.47-1917,Oil painting,"{'id': 'THES49535', 'displayName': 'Prints & Drawings Study Room, room 315', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Dahlias,"{'name': 'Fantin-Latour, Henri', 'association': 'artist'}",2006BF4681,1877,France,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BF4681/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BF4681/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O127363/manifest.json', 'imageResolution': 'high'}"
O119353,19-1869,Tempera painting,"{'id': 'THES49099', 'displayName': 'Medieval & Renaissance, Room 10', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'CA16', 'shelf': '', 'box': ''}}","The Virgin and Child with Saints Blasius and Nicholas; Saints Bartholomew, Mary Magdalen, Urban, Agatha and Anthony","{'name': ""Master of Sant'Alo'"", 'association': ''}",2008BV4574,ca. 1300-1350,Spoleto,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BV4574/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BV4574/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O119353/manifest.json', 'imageResolution': 'high'}"
O88792,P.109-1920,Oil painting,"{'id': 'THES49176', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",The Pilgrim Outside the Garden of Idleness (Scene from Roman de la Rose),"{'name': 'Burne-Jones, Edward Coley (Sir)', 'association': 'artist'}",2006AF4579,ca. 1893-1898,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AF4579/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AF4579/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O88792/manifest.json', 'imageResolution': 'high'}"
O121237,FA.80[O],Oil painting,"{'id': 'THES304492', 'displayName': 'in store', 'type': 'storage', 'site': 'PO302 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}","Nimeguen, on the Rhine","{'name': 'Holland, James', 'association': 'artist'}",2006BF6664,ca. 1837,Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BF6664/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BF6664/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O121237/manifest.json', 'imageResolution': 'high'}"
O133627,FA.206[O],Oil painting,"{'id': 'THES304624', 'displayName': 'in store', 'type': 'storage', 'site': 'PO032 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Fame as an Allegory,"{'name': 'Stothard, Thomas RA', 'association': 'painter (artist)'}",2007BL4112,late 18th century-early 19th century,Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BL4112/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BL4112/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O133627/manifest.json', 'imageResolution': 'high'}"
O133984,FA.203[O],Oil painting,"{'id': 'THES304566', 'displayName': 'in store', 'type': 'storage', 'site': 'PO376 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Sancho Panza and the Duchess,"{'name': 'Stothard, Thomas RA', 'association': 'painter (artist)'}",2007BN3326,late 18th century to early 19th century,Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BN3326/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BN3326/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O133984/manifest.json', 'imageResolution': 'high'}"
O127633,CAI.90,Oil painting,"{'id': 'THES49203', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",The Hay cart: effect of dawn or twilight,"{'name': 'Maris, Matthijs', 'association': 'painter (artist)'}",2006BH7561,1860,Oosterbeek,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BH7561/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BH7561/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O127633/manifest.json', 'imageResolution': 'high'}"
O1657281,B.24-2022,Construction toy,"{'id': 'THES49834', 'displayName': 'In storage', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",ZoLO,"{'name': 'Byron Glaser', 'association': 'designer'}",2023NJ0167,1986-1987,New York,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2023NJ0167/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2023NJ0167/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O132836,E.917-1911,Oil painting,"{'id': 'THES49176', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",La Générosité,"{'name': 'Puvis de Chavannes, Pierre', 'association': 'painter (artist)'}",2006AT8045,1894,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AT8045/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AT8045/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O132836/manifest.json', 'imageResolution': 'high'}"
O1024681,E.3747:1-2004,Design,"{'id': 'THES49658', 'displayName': 'Prints & Drawings Study Room, level D', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'MD', 'shelf': '1', 'box': ''}}",,"{'name': 'Kauffer, Edward McKnight', 'association': 'designer'}",2008BT9111,30/6/1934,London,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BT9111/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BT9111/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O133727,P.38-1928,Oil painting,"{'id': 'THES304645', 'displayName': 'in store', 'type': 'storage', 'site': 'PO053 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Chinese Street Scene at Macao,"{'name': 'Chinnery, George', 'association': 'painter (artist)'}",2007BL4119,between 1825 and 1852,China,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BL4119/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BL4119/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O133727/manifest.json', 'imageResolution': 'high'}"
O123442,1532-1869,Oil painting,"{'id': 'THES304818', 'displayName': 'in store', 'type': 'storage', 'site': 'PO226 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Donkey and sheep,"{'name': 'Verboeckhoven, Eugène', 'association': 'artist'}",2006BH7810,1849,Brussels,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BH7810/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BH7810/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O123442/manifest.json', 'imageResolution': 'high'}"
O343552,CIRC.579-1954,Panel,"{'id': 'THES392165', 'displayName': 'in store', 'type': 'storage', 'site': 'BY029 (ES/0/F/TR001)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,{},2021MW3833,mid 16th century,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2021MW3833/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2021MW3833/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O343552/manifest.json', 'imageResolution': 'high'}"
O134244,E.598-1996,Painting,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'DR', 'shelf': '132', 'box': ''}}",Sacrifice,"{'name': 'Williams, Aubrey', 'association': 'artist'}",2022NE4439,1987,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2022NE4439/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2022NE4439/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O134318,744-1902,Oil painting,"{'id': 'THES304511', 'displayName': 'in store', 'type': 'storage', 'site': 'PO321 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",A Scottish girl,"{'name': 'Dedreux, Alfred', 'association': 'painter (artist)'}",2007BM5227,1845-1850,England,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BM5227/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BM5227/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O134318/manifest.json', 'imageResolution': 'high'}"
O131450,W.25-1984,Bed,"{'id': 'THES50163', 'displayName': 'In store', 'type': 'storage', 'site': 'BH', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Scott, Geoffrey', 'association': 'designer'}",2008BT7526,1922,Great Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BT7526/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BT7526/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O133869,1557-1869,Oil painting,"{'id': 'THES304885', 'displayName': 'in store', 'type': 'storage', 'site': 'PO293 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",The Philosopher,"{'name': 'Keyser, Nicaise de', 'association': 'painter (artist)'}",2007BP0639,ca. 1850,Antwerp (city),[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BP0639/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BP0639/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O133869/manifest.json', 'imageResolution': 'high'}"
O127768,FA.229[O],Oil painting,"{'id': 'THES304477', 'displayName': 'in store', 'type': 'storage', 'site': 'PO287 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",A Head and Two Hands - sketches,"{'name': 'Wilkie, David RA (Sir)', 'association': 'painter (artist)'}",2006BH7604,1806,Great Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BH7604/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BH7604/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O127768/manifest.json', 'imageResolution': 'high'}"
O1024683,E.3745:1-2004,Design,"{'id': 'THES49658', 'displayName': 'Prints & Drawings Study Room, level D', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'MD', 'shelf': '1', 'box': ''}}",,"{'name': 'Kauffer, Edward McKnight', 'association': 'designer'}",2008BT9109,30/06/1934,London,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2008BT9109/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2008BT9109/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O80689,FA.197[O],Oil painting,"{'id': 'THES49712', 'displayName': 'Paintings, Room 82, The Edwin and Susan Davies Galleries', 'type': 'Display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'SOUTH WALL', 'shelf': '', 'box': ''}}",Shakespeare's Principal Characters,"{'name': 'Stothard, Thomas RA', 'association': 'artist'}",2006BB5086,1812,Great Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BB5086/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BB5086/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O80689/manifest.json', 'imageResolution': 'high'}"
O134560,1044-1886,Oil painting,"{'id': 'THES305007', 'displayName': 'in store', 'type': 'storage', 'site': 'G (ES/0)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Fruit and Game,"{'name': 'Robie, Jean Baptiste', 'association': 'painter (artist)'}",2007BN4473,1864,Brussels,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BN4473/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BN4473/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O134560/manifest.json', 'imageResolution': 'high'}"
O134561,1045-1886,Oil painting,"{'id': 'THES305007', 'displayName': 'in store', 'type': 'storage', 'site': 'G (ES/0)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Flowers and Fruit,"{'name': 'Robie, Jean Baptiste', 'association': 'painter (artist)'}",2007BN4451,1863,Brussels,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BN4451/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BN4451/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O134561/manifest.json', 'imageResolution': 'high'}"
O184439,IS.307-1951,Print,"{'id': 'THES49620', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Tagore, Abanindranath', 'association': 'maker'}",2013GK1362,23/05/1911,Kolkata,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GK1362/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GK1362/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O184439/manifest.json', 'imageResolution': 'high'}"
O127878,P.53-1917,Oil painting,"{'id': 'THES304879', 'displayName': 'in store', 'type': 'storage', 'site': 'PO287 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",A Fair in Andalusia with Horse Racing,"{'name': 'Galofre Giménez, Baldomer', 'association': 'painter (artist)'}",2006BH7597,1890s,Spain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BH7597/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BH7597/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O127878/manifest.json', 'imageResolution': 'high'}"
O16560,FA.234[O],Oil painting,"{'id': 'THES304251', 'displayName': 'in store', 'type': 'storage', 'site': 'PO061 (ES/0/G)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Hastings: Boats Making the Shore in a Breeze,"{'name': 'Chalon, John James (RA)', 'association': 'artist'}",2006AM2411,1819,Great Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AM2411/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AM2411/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O16560/manifest.json', 'imageResolution': 'high'}"
O134511,1002-1886,Oil painting,"{'id': 'THES49535', 'displayName': 'Prints & Drawings Study Room, room 315', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",'Where the Waters Gently Pass': Landscape with Stream,"{'name': 'Adams, John Clayton', 'association': 'painter (artist)'}",2007BM8266,1882,,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2007BM8266/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2007BM8266/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O134511/manifest.json', 'imageResolution': 'high'}"
O81578,CAI.55,Oil painting,"{'id': 'THES49063', 'displayName': 'On short term loan out for exhibition', 'type': 'display', 'site': '', 'onDisplay': True, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Landscape with a Stormy Sky,"{'name': 'Rousseau, Pierre-Etienne-Théodore', 'association': 'artist'}",2006AG3567,ca. 1842,France,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AG3567/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AG3567/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O81578/manifest.json', 'imageResolution': 'high'}"
O1036144,CIRC.315A-1924,poster,"{'id': 'THES49171', 'displayName': 'Prints & Drawings Study Room, level C', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'Y', 'shelf': '75', 'box': 'B'}}",Poster proof for the Nameless Exhibition of Modern British Painting,"{'name': 'Whaite', 'association': 'artist'}",,1923,Britain,[],{}
O1396894,FE.70-2017,Scroll Painting,"{'id': 'THES49632', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Peaceful Spring,"{'name': 'Yu Jigao', 'association': 'artist'}",2017KC9556,2016,China,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2017KC9556/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2017KC9556/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O126801,S.246-2006,Masks (costume),"{'id': 'THES355580', 'displayName': 'in store', 'type': 'storage', 'site': 'CB002 (ES/1/E/MB128)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Messel, Oliver Hilary Sambourne', 'association': 'designer'}",2006BK7056,ca. 1927,London,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006BK7056/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006BK7056/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O126801/manifest.json', 'imageResolution': 'high'}"
O129131,E.5100-1910,Painting,"{'id': 'THES49632', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}","Two pairs of beauties - one at a window, the other taking a walk","{'name': 'Chôkyôsai Eiri', 'association': 'artist'}",2013GG4315,ca.1795-ca.1796,Japan,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GG4315/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GG4315/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O129131/manifest.json', 'imageResolution': 'high'}"
O1188661,FE.16-2010,Painting,"{'id': 'THES49619', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Female train attendant with a trolley,"{'name': ""Chong-Ch'ŏl Yi"", 'association': 'painter'}",2012FJ6695,1989,North Korea,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2012FJ6695/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2012FJ6695/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
